_link,_link_daily_16,dt,rain,pressure,humidity,uvi,speed,deg,clouds,temp_day,temp_min,temp_max,temp_night,temp_eve,temp_morn,snow
69.data.13,69,1490554800,,876.24,0,8.48,5.11,196,0,290.78,275.57,293.35,284.7,293.35,275.57,
69.data.14,69,1490641200,,874.38,0,8.48,5.35,215,31,289.56,275.85,289.89,279.9,289.89,275.85,
69.data.15,69,1490727600,1.45,876.38,0,8.48,1.72,222,2,286.1,271.23,286.3,286.3,286.3,271.23,
70.data.0,70,1489428000,,1001.82,60,7.34,5.41,14,0,286.29,277.23,286.29,277.23,286.29,286.29,
70.data.1,70,1489514400,,1004.98,69,6.59,2.98,180,0,287.41,271.73,292.7,286.04,292.68,271.73,
70.data.2,70,1489600800,,1004.04,48,7.05,4.86,167,0,293.26,279.15,296.45,289.33,295.97,279.15,
70.data.3,70,1489687200,0.51,998.52,0,7.03,7.17,188,26,295.68,288.08,298.95,293.93,298.95,288.08,
70.data.4,70,1489773600,,995.32,0,6.82,7.71,201,2,299.56,292,302.31,294.97,302.31,292,
70.data.5,70,1489860000,0.79,1002.56,0,6.45,1.7,109,7,299.96,289.05,300.24,295.2,300.24,289.05,
70.data.6,70,1489946400,,1001.05,0,7.58,5.72,180,0,299.45,291.12,300.73,294.6,300.73,291.12,
70.data.7,70,1490032800,,994.91,0,7.58,6.72,189,0,299.3,290.02,302.05,296.51,302.05,290.02,
70.data.8,70,1490119200,0.74,989,0,7.58,6.14,196,4,300.79,292.52,301.97,297.14,301.97,292.52,
70.data.9,70,1490205600,16.99,986.14,0,7.58,1.94,259,35,298.56,286.68,298.56,286.68,294.5,293.85,
70.data.10,70,1490292000,0.29,995.95,0,7.58,7.78,15,85,285.52,282.36,286,283.36,286,282.36,
70.data.11,70,1490378400,,1001.85,0,7.58,5.35,67,23,285.96,279.54,285.96,279.71,285.96,279.54,
70.data.12,70,1490464800,3.01,1000.19,0,7.58,4.91,86,52,284.12,278.5,285.04,282.47,285.04,278.5,
70.data.13,70,1490551200,11.8,994.99,0,7.58,3.85,60,99,284.23,280.92,286.75,282.8,286.75,280.92,
70.data.14,70,1490637600,2.89,993.13,0,7.58,1.92,181,16,290.91,282.95,295.69,293.55,295.69,282.95,
70.data.15,70,1490724000,3.99,986.21,0,7.58,7.53,206,41,297.8,293.98,299.3,299.3,299.3,293.98,
71.data.0,71,1489428000,,1011.87,74,1.99,1.71,132,0,261.15,252.75,261.15,252.75,261.15,261.15,0
71.data.1,71,1489514400,,1011.87,96,2.04,4.18,163,0,265.31,251.84,268,260.34,266.23,251.84,
71.data.2,71,1489600800,,1002.01,88,2.43,6.71,162,20,266.86,259.85,269.87,267.33,269.87,259.85,0.17
71.data.3,71,1489687200,2.81,975.62,0,2.52,4.12,171,69,275.03,273.18,275.13,274.78,275.13,273.18,
71.data.4,71,1489773600,0.36,992.08,0,2.77,9.24,340,88,268.36,262.27,271,262.27,269.71,271,1.82
71.data.5,71,1489860000,,995.06,0,2.48,6.2,181,16,270.81,259.75,274.15,274.15,274.14,259.75,
71.data.6,71,1489946400,1.95,969.23,0,2.95,4.06,180,94,275.75,274.4,275.75,274.4,275.33,275.02,0.05
71.data.7,71,1490032800,,989.23,0,2.95,5.04,316,48,273.8,270.66,273.85,270.66,273.85,272.52,0.42
71.data.8,71,1490119200,,990.22,0,2.95,6.55,289,12,273.94,268.44,273.94,268.44,273.77,269.27,0.14
71.data.9,71,1490205600,,996.27,0,2.95,4.61,8,58,270.36,263.98,270.36,263.98,270,265.45,0.15
71.data.10,71,1490292000,,1004.46,0,2.95,2.66,152,17,268.92,259.71,270.2,268.61,270.2,259.71,
71.data.11,71,1490378400,,995.57,0,2.95,9.79,183,0,274.86,269.09,276.81,275.31,276.81,269.09,
71.data.12,71,1490464800,,987.43,0,2.95,9.98,179,1,277.72,273.85,277.84,276.37,277.84,273.85,0
71.data.13,71,1490551200,,984.45,0,2.95,5.94,170,0,279.98,275.17,280.65,275.2,280.65,275.17,
71.data.14,71,1490637600,,984.62,0,2.95,4.49,163,0,282.26,273.1,283.44,278,283.44,273.1,
71.data.15,71,1490724000,18.33,983.17,0,2.95,0.24,74,81,283.65,277.48,283.65,279.15,279.15,277.48,
72.data.0,72,1489406400,0.41,1014.75,0,13.04,2.86,104,4,299.98,297.29,304.26,304.26,297.29,303.37,
72.data.1,72,1489492800,0.5,1003.52,89,13.28,1.61,95,92,298.9,297.36,303.73,303.73,297.36,301.68,
72.data.2,72,1489579200,0.43,1003.11,90,12.86,1.21,121,76,298.5,297.76,302.07,302.07,297.76,301.04,
72.data.3,72,1489665600,1.26,1002.81,95,12.65,1.05,108,20,296.77,295.33,302.48,299.5,295.36,302.48,
72.data.4,72,1489752000,4.21,1013.28,0,11.74,2.09,121,52,297.25,296.61,299.96,299.96,296.61,298.08,
72.data.5,72,1489838400,2.73,1013.83,0,11.8,2.01,117,43,297.9,295.71,301.19,301.19,295.71,300.42,
72.data.6,72,1489924800,3.98,1013.68,0,11.94,2.41,90,74,299.02,298.15,301.08,301.08,298.15,300.85,
72.data.7,72,1490011200,5.85,1014.98,0,11.94,4.18,94,75,298.57,298.57,301.05,301.05,299,299.25,
72.data.8,72,1490097600,6.33,1016.8,0,11.94,4.26,106,93,299.27,298.34,300.56,300.17,298.34,300.56,
72.data.9,72,1490184000,3.36,1016.05,0,11.94,4.25,104,44,299.45,299.16,301.8,301.8,299.16,300.69,
72.data.10,72,1490270400,3.83,1014.08,0,11.94,2.32,138,31,297.66,297.47,301.98,301,297.47,301.98,
72.data.11,72,1490356800,1.03,1011.38,0,11.94,2.02,130,9,297.84,295.41,302.76,302.76,295.41,301.46,
72.data.12,72,1490443200,3.72,1011.56,0,11.94,2.59,109,68,298.75,297.67,302.14,302.14,297.67,300.96,
72.data.13,72,1490529600,3.12,1013.61,0,11.94,2.59,130,39,297.72,296.43,301.75,301.75,296.43,301.22,
72.data.14,72,1490616000,5.54,1013.97,0,11.94,3.07,131,70,298.4,297.16,301.39,301.39,297.16,299.85,
72.data.15,72,1490702400,4.68,1012.48,0,11.94,1.78,150,33,298.58,297.55,302.05,302.05,297.55,300.2,
72.data.16,72,1490788800,0.76,1012.32,0,11.94,1.41,268,22,302.05,302.05,302.05,302.05,302.05,302.05,
73.data.0,73,1489460400,3.14,1001.68,100,13.78,2.7,298,68,302.04,297.01,302.04,297.01,298.79,300.33,
73.data.1,73,1489546800,,1000.7,100,13.88,1.81,293,64,300.53,297.7,300.53,299.48,300.52,297.7,
73.data.2,73,1489633200,,1000.28,94,14.56,1.76,306,68,301.61,299.3,302.08,299.73,301.19,299.3,
73.data.3,73,1489719600,5.91,991.06,0,13.65,1.65,273,40,301.18,297.11,301.18,297.11,298.95,298.45,
73.data.4,73,1489806000,14.3,991.33,0,13.7,2.16,277,35,299.82,297.06,299.82,297.06,298.05,299.11,
73.data.5,73,1489892400,15.41,990.63,0,13.43,2.12,291,41,299.5,296.65,299.5,296.65,297.37,298.29,
73.data.6,73,1489978800,12.89,990.9,0,13.43,2.18,305,54,298.7,296.3,298.7,296.3,296.92,298.18,
73.data.7,73,1490065200,3.6,992.37,0,13.43,1.64,298,37,301.46,296.54,301.46,296.54,298.07,298.9,
73.data.8,73,1490151600,2.96,991.39,0,13.43,1.09,186,22,302.54,297.91,302.54,297.91,299.75,299.72,
73.data.9,73,1490238000,11.68,991.79,0,13.43,0.34,248,39,299.58,297.27,299.95,297.27,297.96,299.95,
73.data.10,73,1490324400,8.55,991.13,0,13.43,1.32,165,60,300.21,297.31,300.21,297.31,298.14,298.55,
73.data.11,73,1490410800,6.73,991.74,0,13.43,0.71,291,21,299.41,296.67,299.41,296.67,298.35,298.56,
73.data.12,73,1490497200,1.29,991.06,0,13.43,1.9,254,15,302.87,297.53,302.87,297.53,299.02,299.24,
73.data.13,73,1490583600,6.14,991.57,0,13.43,2.33,236,27,301.55,297.26,301.55,297.26,297.85,299.7,
73.data.14,73,1490670000,8.64,990.75,0,13.43,2.85,253,28,300.55,297,300.55,297,297.78,298.99,
73.data.15,73,1490756400,1.28,993.27,0,13.43,1.65,312,35,298.55,298.55,298.55,298.55,298.55,298.55,
74.data.0,74,1489464000,,977.53,68,14.68,1.65,221,36,305.5,296.76,305.5,296.76,303.17,301.73,
74.data.1,74,1489550400,4.3,976.38,65,15.3,1.56,258,36,302.18,294,302.18,296.08,298.47,294,
74.data.2,74,1489636800,12.89,975.23,74,14.87,2.06,25,20,301.06,294.6,302.48,295.48,298.04,294.6,
74.data.3,74,1489723200,5.89,998.35,0,14.4,0.62,23,25,301.33,296.61,301.33,296.61,298.55,296.95,
74.data.4,74,1489809600,10.22,999.24,0,15.82,1.92,142,36,301.52,297.06,301.52,297.06,297.65,298.06,
74.data.5,74,1489896000,6.46,998.94,0,14.64,2.23,210,15,301.4,296.45,301.4,296.45,298.07,297.94,
74.data.6,74,1489982400,27.59,997.59,0,14.64,3.74,269,46,299.55,296.15,299.55,296.15,297.12,297.08,
74.data.7,74,1490068800,10.55,995.01,0,14.64,3.45,331,22,302.61,296.75,302.61,297.19,298.82,296.75,
74.data.8,74,1490155200,1.87,996.86,0,14.64,4.19,327,28,303.89,296.56,303.89,296.56,299.8,298.32,
74.data.9,74,1490241600,3.83,997.87,0,14.64,2.39,166,19,303.98,297.3,303.98,298.17,300.06,297.3,
74.data.10,74,1490328000,8.75,999.03,0,14.64,3.52,165,31,300.61,298.6,300.61,298.61,299.39,298.6,
74.data.11,74,1490414400,20.87,998.02,0,14.64,4.08,144,33,300.26,296.32,300.26,296.32,297.15,298.56,
74.data.12,74,1490500800,10.99,999.17,0,14.64,1.36,35,35,299.07,294.93,299.07,294.93,296.87,296.64,
74.data.13,74,1490587200,8.36,999.47,0,14.64,0.27,91,18,300.85,296.1,300.85,296.16,297.65,296.1,
74.data.14,74,1490673600,6.22,999.67,0,14.64,1.81,268,22,300.75,296.85,300.75,296.85,298.48,297.59,
74.data.15,74,1490760000,6.3,1001.58,0,14.64,2.32,260,87,297.2,297.2,297.2,297.2,297.2,297.2,
75.data.0,75,1489402800,11.4,966.11,0,13.76,2.65,151,20,302.38,296.59,302.38,296.59,300.59,297.04,
75.data.1,75,1489489200,,973.12,72,14.51,2.66,225,44,302,296.13,302.16,296.16,298.96,296.13,
75.data.2,75,1489575600,,973.93,79,14.31,2.31,240,88,299.3,295.69,300.93,295.97,299.01,295.69,
75.data.3,75,1489662000,,972.73,70,13.72,2.2,224,0,303.97,295.83,304.03,297.65,300.91,295.83,
75.data.4,75,1489748400,4.43,966.88,0,13.48,2.6,235,41,300.75,295.66,300.75,295.66,298.61,295.83,
75.data.5,75,1489834800,14.12,967.01,0,13.97,2.83,236,60,299.65,294.89,299.65,294.89,296.96,295.67,
75.data.6,75,1489921200,10.7,968.08,0,14.38,2.15,231,74,299.02,295.18,299.02,295.18,296.65,295.4,
75.data.7,75,1490007600,6.26,967.76,0,14.38,1.91,256,53,299.22,294.8,299.22,294.8,297.05,295.65,
75.data.8,75,1490094000,7.32,967.14,0,14.38,2.03,250,13,299.42,294.67,299.42,294.67,296.84,295.56,
75.data.9,75,1490180400,13.27,967.82,0,14.38,2.09,248,31,300,294.89,300,295.3,297.36,294.89,
75.data.10,75,1490266800,0.44,968.69,0,14.38,2.22,245,22,299.96,295.08,299.96,295.3,297.92,295.08,
75.data.11,75,1490353200,0.6,968.01,0,14.38,3.13,255,45,302.24,294.81,302.24,295.16,298.96,294.81,
75.data.12,75,1490439600,5.64,967.79,0,14.38,2.12,239,21,302.25,294.51,302.25,295.84,298.72,294.51,
75.data.13,75,1490526000,1.32,967.61,0,14.38,1.95,255,52,300.82,295.1,300.82,295.1,298.38,295.67,
75.data.14,75,1490612400,0.44,966.14,0,14.38,3,258,39,302.05,294.69,302.05,294.69,298.66,295.1,
75.data.15,75,1490698800,1.68,965.26,0,14.38,1.89,277,9,304.13,294.9,304.13,296.05,299.7,294.9,
75.data.16,75,1490785200,,965.3,0,14.38,1.21,313,31,296.05,296.05,296.05,296.05,296.05,296.05,
76.data.0,76,1489395600,0.38,872.49,0,14.36,1.88,69,8,301.28,288.41,301.28,288.41,293.89,293.79,
76.data.1,76,1489482000,,811.05,38,14.97,1.03,350,12,297.98,284.17,299.29,289.2,297.31,284.17,
76.data.2,76,1489568400,1.02,810.6,54,15.15,1.01,343,32,296.82,285.83,297.55,290.35,296.53,285.83,
76.data.3,76,1489654800,3.24,811.71,55,14.96,1.21,334,48,295.94,288.11,295.94,289.51,293.33,288.11,
76.data.4,76,1489741200,6.36,871.63,0,14.17,1.08,32,33,298.8,290.51,298.8,290.51,292.36,293.88,
76.data.5,76,1489827600,2.37,871.97,0,14.89,1.64,75,36,299.5,290.19,299.5,290.19,292.81,294.27,
76.data.6,76,1489914000,1.95,871.82,0,14.17,1.44,47,13,301.77,291.03,301.77,291.03,293.75,294.75,
76.data.7,76,1490000400,5.64,871.1,0,14.17,1.54,29,10,301.57,290.4,301.57,290.4,293.55,293.75,
76.data.8,76,1490086800,1.84,871.9,0,14.17,1.12,6,37,299.02,290.67,299.02,290.67,293.29,292.61,
76.data.9,76,1490173200,6.03,872.78,0,14.17,1.61,50,20,298.25,289.1,298.25,289.1,291.51,293.84,
76.data.10,76,1490259600,4.28,873.04,0,14.17,1.83,32,42,298.01,289.45,298.01,289.45,290.97,292.68,
76.data.11,76,1490346000,4.67,872.56,0,14.17,1.84,72,8,298.34,288.96,298.34,288.96,291.76,292.71,
76.data.12,76,1490432400,5.15,872.95,0,14.17,1.82,74,25,297.45,288.29,297.45,288.29,290.67,291.81,
76.data.13,76,1490518800,8.22,872.57,0,14.17,1.12,96,26,295.77,288.45,295.77,288.45,290.23,292.17,
76.data.14,76,1490605200,9.59,872.72,0,14.17,1.3,101,45,296.3,288.94,296.3,288.94,290.06,291.4,
76.data.15,76,1490691600,10.67,873.87,0,14.17,1.54,98,30,294.68,289.15,294.68,289.15,289.65,291.25,
76.data.16,76,1490778000,0.46,875.53,0,14.17,0.89,140,83,289.15,289.15,289.15,289.15,289.15,289.15,
77.data.0,77,1489464000,,1010.84,82,15.48,1.3,310,56,304.2,297.91,306.47,297.91,305.37,300.73,
77.data.1,77,1489550400,13.85,1009.86,74,15.61,1.26,287,32,303.28,295.28,303.97,295.28,303.97,295.75,
77.data.2,77,1489636800,0.22,1009.52,90,15.05,1.31,359,76,298.96,295.3,302.69,297.43,302.69,295.3,
77.data.3,77,1489723200,13.36,1007.88,0,15.15,1.2,146,20,301.18,296.71,301.18,296.71,297.55,297.65,
77.data.4,77,1489809600,7.17,1008.15,0,15.84,1.37,53,10,304.07,296.56,304.07,296.56,298.05,297.16,
77.data.5,77,1489896000,7.74,1008.87,0,16.54,1.21,261,17,300.75,296.65,300.75,296.65,297.47,297.44,
77.data.6,77,1489982400,6.82,1006.51,0,16.54,1.34,274,14,305.05,295.85,305.05,295.85,297.37,297.13,
77.data.7,77,1490068800,2.96,1007.17,0,16.54,0.76,70,41,303.11,296.4,303.11,296.64,299.17,296.4,
77.data.8,77,1490155200,8.82,1007.2,0,16.54,1.19,156,23,303.89,296.71,303.89,296.71,298.15,297.22,
77.data.9,77,1490241600,9.04,1007.8,0,16.54,1.3,123,30,302.93,297.02,302.93,297.02,298.11,297.15,
77.data.10,77,1490328000,24.83,1007.74,0,16.54,0.75,203,24,302.11,296.26,302.11,296.26,297.34,297.2,
77.data.11,77,1490414400,12.49,1007.54,0,16.54,1.23,320,23,302.51,295.92,302.51,295.92,297.2,296.56,
77.data.12,77,1490500800,2.04,1008.49,0,16.54,1.03,329,47,302.47,296.18,302.47,296.18,298.42,296.44,
77.data.13,77,1490587200,3.65,1009,0,16.54,1.25,195,11,301.6,296.16,301.6,296.16,297.7,296.95,
77.data.14,77,1490673600,7.21,1009.8,0,16.54,1.21,233,44,300.3,296.1,300.3,296.1,296.98,296.79,
77.data.15,77,1490760000,,1011.31,0,16.54,1.09,315,30,296.95,296.95,296.95,296.95,296.95,296.95,
78.data.0,78,1489402800,25.28,955.37,0,15.29,1.29,104,19,297.73,293.86,297.73,293.86,296.29,294.07,
78.data.1,78,1489489200,28.25,955.78,70,15.39,1.51,248,12,301.92,292.53,302.96,292.73,294.31,292.53,
78.data.2,78,1489575600,,956.01,67,15.42,1.66,273,0,302.25,293.44,303.83,295.77,299.36,293.44,
78.data.3,78,1489662000,,954.25,55,14.99,1.3,279,80,304.42,294.48,306.13,297.05,301.11,294.48,
78.data.4,78,1489748400,3.47,954.31,0,15.42,1.49,244,23,302.7,295.11,302.7,295.11,297.76,295.63,
78.data.5,78,1489834800,3.54,954.45,0,15.49,1.54,250,5,301.7,294.82,301.7,295.39,298.71,294.82,
78.data.6,78,1489921200,5.15,955.32,0,14.92,1.75,245,40,300.12,295.03,300.12,295.03,297.45,295.2,
78.data.7,78,1490007600,3.4,955.81,0,14.92,1.46,253,18,300.42,294.85,300.42,295.35,297.3,294.85,
78.data.8,78,1490094000,5.7,955.39,0,14.92,1.29,250,45,300.67,294.86,300.67,295.22,297.64,294.86,
78.data.9,78,1490180400,3.86,955.46,0,14.92,1.26,219,5,300.4,294.99,300.4,295.4,297.36,294.99,
78.data.10,78,1490266800,1.29,955.52,0,14.92,1.33,242,9,301.76,294.98,301.76,295.85,298.07,294.98,
78.data.11,78,1490353200,2.58,955.65,0,14.92,1.47,248,9,302.69,295.21,302.69,295.21,297.61,295.31,
78.data.12,78,1490439600,8.27,954.62,0,14.92,1.33,238,2,303.2,294.56,303.2,294.84,297.07,294.56,
78.data.13,78,1490526000,3.11,954.85,0,14.92,1.37,207,29,300.72,294.15,300.72,294.15,297.48,294.52,
78.data.14,78,1490612400,4.83,953.99,0,14.92,1.28,227,15,302.35,294.49,302.35,294.49,297.26,295.3,
78.data.15,78,1490698800,15.33,952.7,0,14.92,1.21,165,27,304.68,294.65,304.68,294.65,299.2,294.65,
78.data.16,78,1490785200,13,954.56,0,14.92,1.62,287,64,294.65,294.65,294.65,294.65,294.65,294.65,
79.data.0,79,1489467600,,966.34,60,15.08,1.75,65,12,308.48,293.61,308.48,293.61,302.85,300.43,
79.data.1,79,1489554000,7.16,965.62,50,15.24,2.14,47,20,305.14,294.23,305.14,295.61,300.35,294.23,
79.data.2,79,1489640400,23.37,965.7,93,15.13,1.83,9,64,299.63,294.51,299.63,294.51,295.17,294.57,
79.data.3,79,1489726800,4.69,969.17,0,15.11,0.84,45,25,303.08,294.7,303.08,295.56,298.35,294.7,
79.data.4,79,1489813200,7.75,971.47,0,15.32,1.33,25,28,299.62,295.11,299.62,295.36,297.75,295.11,
79.data.5,79,1489899600,6.76,972.39,0,15.89,1.41,21,40,298.8,294.85,298.8,294.85,297.37,294.94,
79.data.6,79,1489986000,3.87,971.25,0,15.89,1.52,56,21,299.35,293.15,299.35,293.15,298.17,294.53,
79.data.7,79,1490072400,1.35,970.69,0,15.89,1.31,44,35,302.26,292.35,302.26,295.29,300.07,292.35,
79.data.8,79,1490158800,1.04,970.11,0,15.89,1.45,343,25,303.59,294.37,303.59,295.21,300.7,294.37,
79.data.9,79,1490245200,0.83,968.89,0,15.89,1.59,9,24,304.93,294.45,304.93,295.37,301.76,294.45,
79.data.10,79,1490331600,4,969.85,0,15.89,0.91,124,33,303.76,294.85,303.76,296.01,299.39,294.85,
79.data.11,79,1490418000,5.66,971.07,0,15.89,1.3,142,30,300.81,295.21,300.81,295.77,299.2,295.21,
79.data.12,79,1490504400,4.67,971.21,0,15.89,1.47,3,25,301.47,294.74,301.47,295.23,297.22,294.74,
79.data.13,79,1490590800,4.24,971.71,0,15.89,1.82,355,22,301.1,294.95,301.1,295.66,298.05,294.95,
79.data.14,79,1490677200,3.09,971.91,0,15.89,1.76,11,46,301.05,295.39,301.05,296.05,299.58,295.39,
79.data.15,79,1490763600,0.68,971.99,0,15.89,1.03,241,94,295.7,295.7,295.7,295.7,295.7,295.7,
80.data.0,80,1489399200,5.41,969.15,0,15.1,2.16,249,2,304.23,296.41,304.23,296.41,299.64,296.79,
80.data.1,80,1489485600,,969.03,71,15.41,1.68,224,68,301.99,295.69,305.22,297.85,304.31,295.69,
80.data.2,80,1489572000,,970.45,68,14.78,3.11,258,24,302.27,297.58,306.38,299.4,306.38,297.58,
80.data.3,80,1489658400,,969.12,67,15.05,1.61,226,20,303.54,296.46,306.97,296.46,306.48,297.71,
80.data.4,80,1489744800,1.27,967.89,0,15.64,2.8,223,8,306.35,296.86,306.35,296.86,301.66,296.93,
80.data.5,80,1489831200,2.23,969.04,0,14.91,2.73,234,41,303.55,296.47,303.55,296.94,300.36,296.47,
80.data.6,80,1489917600,3.3,970.11,0,15.09,3.56,249,19,302.97,296.38,302.97,296.38,299.25,297,
80.data.7,80,1490004000,3.39,970.4,0,15.09,2.42,239,6,302.42,295.9,302.42,295.9,299.1,295.95,
80.data.8,80,1490090400,0.36,969.98,0,15.09,1.48,260,1,304.37,295.92,304.37,295.92,299.89,297.41,
80.data.9,80,1490176800,0.63,969.44,0,15.09,1.17,274,9,305.85,296.54,305.85,296.7,300.86,296.54,
80.data.10,80,1490263200,,970.11,0,15.09,1.96,238,0,305.56,296.58,305.56,297.15,301.12,296.58,
80.data.11,80,1490349600,1.33,969.43,0,15.09,2.4,226,15,306.19,297.06,306.19,297.06,300.56,297.56,
80.data.12,80,1490436000,1.62,968.81,0,15.09,1.75,217,25,306.2,296.61,306.2,296.69,300.57,296.61,
80.data.13,80,1490522400,1.84,969.03,0,15.09,3.01,213,19,305.12,296.67,305.12,297.05,300.33,296.67,
80.data.14,80,1490608800,3.43,968.98,0,15.09,2.43,218,27,301.7,295.54,301.7,295.54,299.16,296.7,
80.data.15,80,1490695200,0.32,967.29,0,15.09,2.33,153,15,307.78,296.4,307.78,296.7,302.6,296.4,
80.data.16,80,1490781600,,968.14,0,15.09,1.01,129,54,296.7,296.7,296.7,296.7,296.7,296.7,
81.data.0,81,1489399200,,923.15,0,15.3,2.65,83,0,309.48,293.39,309.48,293.39,298.64,298.32,
81.data.1,81,1489485600,,938.64,23,15.18,2.23,226,0,309.31,298.78,312,303.4,310.91,298.78,
81.data.2,81,1489572000,,937.22,22,16.01,1.31,42,0,311.72,297.48,312.05,302.15,310.33,297.48,
81.data.3,81,1489658400,,940.92,33,14.89,3.91,200,80,304.64,297.71,306.13,297.71,306.13,302.31,
81.data.4,81,1489744800,1.78,922.09,0,15.49,1.12,262,17,307.35,295.86,307.35,295.86,300.46,299.58,
81.data.5,81,1489827600,6.18,924.46,0,15.9,1.89,319,22,303.55,294.19,303.55,294.19,296.51,296.92,
81.data.6,81,1489914000,2.17,923.5,0,15.14,1.95,137,41,306.17,295.03,306.17,295.03,297.95,299.05,
81.data.7,81,1490000400,5.64,925.81,0,15.14,1.11,239,51,300.87,292.8,300.87,292.8,295.7,294.65,
81.data.8,81,1490086800,2.17,924.18,0,15.14,1.02,100,35,303.32,294.57,303.32,294.57,296.54,298.51,
81.data.9,81,1490173200,0.69,925.47,0,15.14,2.75,13,19,304.65,293.15,304.65,293.15,297.11,297.74,
81.data.10,81,1490259600,3.71,924.92,0,15.14,0.32,237,48,305.11,291.7,305.11,291.7,295.62,296.48,
81.data.11,81,1490346000,8.76,924.24,0,15.14,1.12,201,28,303.09,290.31,303.09,290.31,293.81,297.06,
81.data.12,81,1490432400,6.44,924.43,0,15.14,1.32,229,26,304.6,290.89,304.6,290.89,294.12,295.11,
81.data.13,81,1490518800,8.93,924.86,0,15.14,1.74,238,39,302.17,289.75,302.17,289.75,293.33,295.37,
81.data.14,81,1490605200,2.22,923.59,0,15.14,1.92,89,25,306,290.64,306,290.64,295.16,295.35,
81.data.15,81,1490691600,3.35,922.71,0,15.14,3.45,96,47,305.83,291.95,305.83,291.95,296.9,296.85,
81.data.16,81,1490778000,0.52,925.99,0,15.14,1.58,175,11,291.95,291.95,291.95,291.95,291.95,291.95,
82.data.0,82,1489402800,2.63,973.81,0,15.27,2.34,213,25,303.78,294.07,303.78,296.66,300.39,294.07,
82.data.1,82,1489489200,2.56,989.98,79,14.9,2.91,248,68,300.36,294.19,300.36,296.23,297.81,294.19,
82.data.2,82,1489575600,,989.41,70,14.68,2.21,223,56,302.75,296.24,304.38,296.52,301.71,296.24,
82.data.3,82,1489662000,,987.32,57,15.54,2.75,248,20,305.97,294.48,307.03,297.95,303.96,294.48,
82.data.4,82,1489748400,1.33,973.16,0,15.99,2.34,262,5,306.45,296.83,306.45,298.26,302.56,296.83,
82.data.5,82,1489834800,3.73,973.09,0,14.93,0.93,281,6,307.15,296.42,307.15,296.79,302.71,296.42,
82.data.6,82,1489921200,0.49,974.97,0,15.1,2.53,251,17,305.22,296.4,305.22,298.23,303,296.4,
82.data.7,82,1490007600,1.21,974.45,0,15.1,2.2,237,6,306.37,296.5,306.37,297.9,302.7,296.5,
82.data.8,82,1490094000,3.2,973.83,0,15.1,2.15,241,1,306.57,296.06,306.57,296.57,298.29,296.06,
82.data.9,82,1490180400,2.24,973.7,0,15.1,1.48,233,7,306.65,295.54,306.65,298.25,302.76,295.54,
82.data.10,82,1490266800,2.58,974.77,0,15.1,2.19,234,8,306.21,296.45,306.21,296.45,298.67,296.48,
82.data.11,82,1490353200,2.35,975.1,0,15.1,2.37,248,24,305.24,295.31,305.24,297.56,301.46,295.31,
82.data.12,82,1490439600,1.3,973.87,0,15.1,2.13,254,24,306.6,295.66,306.6,298.44,302.97,295.66,
82.data.13,82,1490526000,4.12,973.49,0,15.1,1.9,233,38,306.17,296.22,306.17,297.1,300.33,296.22,
82.data.14,82,1490612400,3.74,973.03,0,15.1,2.27,246,25,305.55,296,305.55,296.44,299.41,296,
82.data.15,82,1490698800,10.63,972.15,0,15.1,1.98,256,16,306.03,295.45,306.03,296.2,298.8,295.45,
82.data.16,82,1490785200,4.26,974.83,0,15.1,1.03,144,68,296.2,296.2,296.2,296.2,296.2,296.2,
83.data.0,83,1489395600,,829.32,0,17.16,1.99,89,0,301.58,284.66,301.58,284.66,293.89,293.39,
83.data.1,83,1489482000,,830.34,26,15.73,2.08,82,0,300.19,282.14,302.64,289.7,300.21,282.14,
83.data.2,83,1489568400,,830.22,24,16.98,2.76,78,0,300.12,284.23,302.05,288.55,299.13,284.23,
83.data.3,83,1489654800,,831.08,30,16.92,2.36,84,0,299.89,283.36,301.92,291.31,299.58,283.36,
83.data.4,83,1489741200,1.55,827.86,0,16.1,0.41,57,23,302.8,288.01,302.8,288.01,292.36,295.03,
83.data.5,83,1489827600,3.35,828.4,0,15.72,1.39,104,39,300.9,288.99,300.9,288.99,290.26,294.22,
83.data.6,83,1489914000,2.92,829.06,0,15.86,1.42,134,35,298.52,287.93,298.52,287.93,290.65,292.55,
83.data.7,83,1490000400,8.46,828.95,0,15.86,1.07,167,21,295.72,286.9,295.72,286.9,289.3,292.55,
83.data.8,83,1490086800,5.74,828.94,0,15.86,1.54,142,34,295.42,285.97,295.42,285.97,288.89,291.51,
83.data.9,83,1490173200,10.04,830.63,0,15.86,1.98,91,45,292.9,286.55,292.9,286.55,287.71,290.59,
83.data.10,83,1490259600,3.8,830.28,0,15.86,1.47,103,21,294.41,285,294.41,285,288.17,289.38,
83.data.11,83,1490346000,0.8,830.01,0,15.86,1.92,111,14,295.94,286.86,295.94,286.86,289.66,290.46,
83.data.12,83,1490432400,1.53,829.79,0,15.86,2.25,111,5,297.75,287.89,297.75,287.89,291.37,290.61,
83.data.13,83,1490518800,4.89,829,0,15.86,1.9,103,17,298.32,286.05,298.32,286.05,289.83,290.82,
83.data.14,83,1490605200,4.62,829.15,0,15.86,1.25,90,39,296.3,286.29,296.3,286.29,288.91,291.6,
83.data.15,83,1490691600,4.64,829.49,0,15.86,2.13,104,25,296.63,285.95,296.63,285.95,288.9,291,
